,Dominant_Topic,Date,Text
2165,0,2017-06-01,"...

"
2183,0,2017-07-18,"



"
2199,0,2017-07-06,"...

"
2241,0,2017-05-03,"...

"
2250,0,2015-09-22,"...

This. "
2422,0,2016-09-25,"...

You couldn't make it up.."
2463,0,2016-02-25,"...

Why?"
2466,0,2016-02-25,Both I think.
2477,0,2016-09-28,A cuddly VW
2493,0,2016-08-17,VW TARDIS...
2621,0,2015-12-15,"...

"
2650,0,2015-11-18,"...

You would say that wouldn't you... "
2716,0,2015-09-24,Still knackered for me 
2745,0,2015-07-30,"





"
2753,0,2015-07-31,Don't think so 
2885,0,2014-11-10,"...

"
2909,0,2015-05-27,What! No Comic Sans?
2948,0,2015-05-01,Thanks -- I can see it now.
2973,0,2015-01-20,Do keep up.  
3002,0,2014-08-29,Me to
2309,1,2017-02-23,"The manual mentions the following which might be helpful:

""Charging for the first time and charging after long standing periods
If the high-voltage battery is new or has not been charged for a long time, the maximum charge of the high-voltage battery will probably not be reached until after several charging cycles. This is for technical reasons and does not represent a vehicle malfunction. If it is generally not possible to fully charge the high-voltage battery, have the high-voltage battery checked in a qualified workshop.

If the vehicle is not used for a long period, the high-voltage battery must be charged after four months at the latest 
















NOTICE
If the vehicle is parked for a long period with a discharged high-voltage battery, irreversible damage can be caused to the high-voltage battery.

Always charge the high-voltage battery as soon as possible 
Automatic switch-off for electrical consumers
The intelligent vehicle electrical system automatically implements a range of measures to prevent the 12-volt battery from discharging under high loads:


The performance of large electrical consumers may be reduced or they may be switched off completely.

The supply of electricity to the 12-volt sockets and the cigarette lighter is interrupted temporarily while the electric drive is activated.
The vehicle electrical system cannot always prevent the 12-volt vehicle battery from discharging. For example when the ignition is switched on for an extended period with the engine off, or when the side or parking lights are on when the vehicle is parked for an extended period.""


I would conclude that with 4 weeks you are well withing the 4 month recommended limit so should not have major issues. As long as the 12V battery is fully charged and nothing left on you should be OK.

However if you come back to a flat battery the following section details how to get started again:

Jump starting








Introduction
This chapter contains information on the followingsubjects:
⇒ Jump lead connection point (positive battery terminal) 
⇒ Jump lead connection point (earth connection) 
⇒ How to activate the electric drive using jump leads 
If the hybrid drive fails to start because the 12-volt vehicle battery is flat, the discharged battery can be connected to the 12-volt battery of another vehicle to start the engine."
2804,1,2015-06-25,"Just received this email from VW Customer Service, which would appear to settle the matter.

""Thank you for your email of 15 June posing several questions about charging the battery of your Volkswagen e-Golf. Please accept my apologies for the delay in responding.

Having liaised with our Technical Support Team, I am pleased to confirm the following:

Charging with Direct Current (fast charging) will not damage the battery if it’s done on a regular basis. It does not invalidate the Manufacturer’s Warranty on the battery, as long as the instructions in the Owner’s Manual are followed. The DC method is
capable of charging the battery to 80 per cent capacity in around 30 minutes. The other methods of charging (wall box) charge the battery to 100 per cent capacity.

The warning notice in the Owner’s Handbook on frequently charging the vehicle with a high charging power rapid charging, in particular with DC charging is notification that the battery will only ever be 80 per cent charged if the vehicle is only recharged with this method. Charging on a DC rapid charger more than three times in succession does not invalidate the Manufacturer’s Warranty on the battery.

The eight year High Voltage Battery Warranty is valid for eight years from the date of registration, or 99,360 miles (160,000 km) whichever comes first. Full details of this and the used car warranty can be found on the Volkswagen website:
Warranty : Volkswagen UK

The Owner’s Manual does recommend that if not using the vehicle for long periods the high-voltage battery should be charged after four months at the latest. However, we are not able to able to confirm if the vehicle has been idle for over a four month
period, if there are any faults with the battery they will be indicated by the battery monitoring system and the charge level indicator. If any issues are reported during charging or the battery does not charge to 100 per cent (apart from fast charging),
please contact your local Volkswagen electric vehicle Retailer, details can be found at The Official Website for Volkswagen UK : Volkswagen UK : Volkswagen UK just click ' filter by services offered."""
2668,1,2015-10-27,"...

Those codes were recorded during my visit on Sat 3rd Oct.

I'd driven up from Southampton intending to charge at Chieveley, Warwick & Trowell CCS stations en route back to Chesterfield.

Couldn't make the Chieveley CCS work after several attempts do plugged int adjacent 'Fast AC' (sic !) point. Whilst there a BMW arrived and used the CCS without problems. When he'd finished, I asked him to watch me and intervene if I did anything wrong but got exactly same error codes as before (with no errors spotted by BMW driver). At that point, I assumed the car must be faulty so amended route to go via 'Fast ACs' @ Oxford & Cherwell Valley then spent night at my sister's in Towcester (with a long 10A charge ).

Sunday morning I drove up to Leicester Forest OK intending to use Fast AC again but on a whim tried the CCS first. It worked perfectly ! As did the CCS @ Trowell. And as did both CCS machines at Woodall when I tried them a couple of days ago.

I couldn't contact Ecotricity until the Monday when they insisted that there must be a fault with my car - possibly some loose pins in the handshake circuit - but offered no explanation for that 'fault' magically healing itself @LF & Trowell 

I'm inclining to the belief that there is some sort of fault with the Chieveley CCS unit but that it only affects VWs and that for some seriously odd reason BMWs (maybe others) have a different handshake routine."
