,Post_Title,Author,Date,Post_Content,Comment_Number,Net_Likes,Views
227,How quickly does your ICE warm up?,8111,"Feb 1, 2017","Just don't a small test to see how quickly the ICE warms up. Basically to help decide how long to run the ICE for, before the water temp is useful for heating (and improving longer run ICE efficiency).

TEST: Switching to GTE mode after joining motorway. Running @~60mph with 10 deg ambient, and A/C off. 

RESULT: It took my Passat 6m41s to reach 50deg on the OilTemp gauge. Switched back to E-mode and OilTemp carried on going up to 55deg before leveling out.

Just wondered if any Golf's were quicker in warming up?",6.0,0,1646
228,Dealerships and customer service,8287,"Jan 3, 2017","Sad to say most only post when something goes wrong, and this is no exception 

I travelled to purchase my vehicle, the staff at the dealership franchise were brilliant, of course they were I was spending money with them, and maybe that is the answer to my woe.

My closest dealership seem to be very lacking in the customer service department, or at least I feel they are. Am I expecting too much?

With a new vehicle am I asking too much if I ask my local dealership to give me a quick exterior clean in their valet bay?
And is it really too much to ask if they can remove the ICEs they have parked in the EV parking area so that I may charge whilst I'm visiting?

Now when I bought My Toy#Yoda I found that it did not matter which dealership I visited, the PR in every one being second to none with the staff doing all they could and more to keep the smile on face, which is in contrast my local VW whom didn't seem to have the time of day, and were also clueless when it came to my request for help in setting car-net up, telling me the vehicle did not have it.

It is a shame as I will probably now have to travel a few more miles to the next closest when I need anything in house doing.

So even though this is the level of care I'm used to is it too much to ask when it comes to VW?

Bri",5.0,0,1442
229,Car-Net down again ..,8111,"Jan 12, 2017","So frustrating ... maybe they are adding new features like ... MPG / Kwh use ... 

... maybe not it's probably to plug the latest security hole that the Russian hackers found! 







",21.0,0,4176
230,I.D. GTI,4218,"Jan 24, 2017","VW have hinted at a GTI version of the I.D. EV:

New VW I.D. GTI to lead brand's family of electric cars

""The I.D. hatch uses new MEB architecture that will underpin a whole range of VW Group electric cars. Its 168bhp output is said to power the car from 0-62mph in “under eight seconds”. But as with all battery technology, VW will be able to balance range, charging time and performance to suit each model, with higher-output batteries expected for GTI versions.""",0.0,3,1233
231,"Website eManager, charge circle not quite full?",3237,"Jan 13, 2017","Anyone else with a VW BEV/PHEV see this ?? 
The very thin grey bar line at the end of the rainbow, I mean charge circle.
Wondering if my battery has poor health and despite being fully charged in blue bars on other icons / apps / and the in-car-graphics. 
Just wondering if others go all the way ?? 






",2.0,0,1478
232,VW Boot Liner for Sale,3497,"Jan 7, 2017","Shameless cross post in the hope someone would like a boot liner for a GTE (may fit an E-Golf too but not sure):
For Sale - VW GTE Boot Liner",0.0,0,1274
233,phone contact pictures,7337,"Dec 10, 2016","Hi,

Just noticed recently that I should be able to see the pictures from my phone contacts on the Discover Pro unit in my GTE. I have been trying to get them to display with no luck.

So, as a final hope, have you done it? Any advice?",10.0,0,3795
234,New GPS map: November 2016,7083,"Jan 2, 2017","Here...

VW_Europe

rgds,
m",0.0,1,1148
235,"VW Golf update to include ""mild hybrid""",1016,"Oct 14, 2016","""The new mild hybrid powertrain, which uses a 1.0-litre turbocharged petrol engine, is said to be capable of returning 60mpg under real-world conditions. 

Unlike conventional hybrids, which see petrol engines and electric motors both providing power, mild hybrids use an oversized starter motor and generator to give temporary assistance to the engine, thus giving the car extra pulling power when needed. In reality, the system should help the updated Golf to accelerate more quickly than today's car while continuing to return impressive fuel economy.""

New VW Golf confirmed for November - What Car?",25.0,0,3904
236,General Info Sheet (5mode GTE),3237,"Dec 7, 2016","I guess some of this applies to the eUp / eGolf? and of course a lot to the 4mode GTE. 

This is a 4 page PDF that was given apparently to the press demo cars?
Why it isn't revised and given to new Owners, is of course another one for the VW ""Helping Customers"" team. 

Anyway some of you may find it useful compared to buying a kilo worth of coffee and trying to grasp the basics from the User Manual. And it may whet the appetites of those awaiting delivery/collection.",2.0,0,1876
237,CarNet offline for an upgrade- 29Nov,3237,"Nov 29, 2016","Of course we all got an email, or nice message on it yesterday, warning us.... 

Went to show office colleagues how I could smugly pre-heat the car remotely...and Mr Murphy jumps in and on the website I get
Car-Net will be back soon.
We are working to improve your Car-Net experience.
The page will be available soon.

I wonder what the ""improvement"" will be .... 

I put upgrade in the thread title, as to me, the words working to improve suggest not simply just fixing it because it broke.
And, being a proper company they plan upgrades well in advance and do them at a quiet time like the weekend. Oh, hang on a minute....",0.0,0,1414
238,"VW cuts 30,000 jobs - creates 9,000",4218,"Nov 19, 2016","Volkswagen plans 30,000 job cuts worldwide - BBC News

The emissions scandal continues to hurt VW. However, although 30,000 jobs will be lost, it is creating 9,000 new ones, probably in new technologies.

Nice picture of a Golf GTE from the BBC too!",14.0,0,1830
239,"So what is ""Car-Net""...?",6594,"Jul 16, 2016","HI All

ok, I had a test drive today of a GTE, and LOVED it.. am now seriously considering a purchase, (assuming I can sort power out to my car park, but that's another story), but while at the dealership, i asked about the whole ""car-net"" thing... No one really understood it, or was able to explain it to it... 0_o Yeah, I know right 

Anyway, what I'm trying to understand is... what exactly is it? Does the car have built in connectivity, like a 4G cellular connection, or (as the sales guys suggested) does it rely on your phones internet connection? (which would surely defeat the purpose of most features???)

Also, is it like Tesla, where its included in the purchase price of the car, and Tesla own the relationship between o2 and the car, and you, the owner, never get involved, no renewal fees, ech... or is there a subscription model? 

And other than being able to connect to the car, check the battery, unlock the car ech, what features do you get with it? None of the literature seems to clearly explain, and the dealership had no idea... with that exception, they were really good, and let me take it on a 90 mile test drive, which included me simulating my average morning commute, which proved I'd only need to use hybrid mode for 3 miles, and could do the rest of the commute in eMode.

Appreciate the feed back as ever 

Thanks all! ",5.0,0,2359
